設定項目番号,選択肢番号,カテゴリー,カスタマイズ項目（目的）,サイト別設定の可否,選択肢,設定方法,設定内容（Firefox 52）,Firefox 45→52での変更,設定内容（Firefox 45）,Firefox 38→45での変更,設定内容（Firefox 38）,設定内容（Firefox 31）,設定内容（Firefox 24）
Security-5,2,,,,警告しない,"1. MCDで設定を反映する
2. アドオン「globalChrome.css」を導入する
3. globalChrome.cssで設定を反映する","MCD:
lockPref(""browser.safebrowsing.malware.enabled"", false);
lockPref(""browser.safebrowsing.downloads.remote.url"", """");
lockPref(""browser.safebrowsing.provider.google.gethashURL"", """");
lockPref(""browser.safebrowsing.provider.google.reportURL"", """");
lockPref(""browser.safebrowsing.provider.google.updateURL"", """");
lockPref(""browser.safebrowsing.provider.google4.gethashURL"", """");
lockPref(""browser.safebrowsing.provider.google4.reportURL"", """");
lockPref(""browser.safebrowsing.provider.google4.updateURL"", """");
lockPref(""browser.safebrowsing.provider.mozilla.gethashURL"", """");
lockPref(""browser.safebrowsing.provider.mozilla.updateURL"", """");
lockPref(""browser.safebrowsing.reportMalwareMistakeURL"", """");
lockPref(""browser.safebrowsing.reportPhishMistakeURL"", """");
lockPref(""browser.safebrowsing.reportPhishURL"", """");

globalChrome.css:
@-moz-document
  url-prefix(""chrome://browser/content/preferences/in-content/preferences.xul""),
  url-prefix(""about:preferences"") {
  #enableSafeBrowsing,
  #enableSafeBrowsing + vbox {
    visibility: collapse !important;
    -moz-user-focus: ignore !important;
  }
}",○,"MCD:
lockPref(""browser.safebrowsing.malware.enabled"", false);
lockPref(""browser.safebrowsing.gethashURL"", """");
lockPref(""browser.safebrowsing.malware.reportURL"", """");
lockPref(""browser.safebrowsing.reportErrorURL"", """");
lockPref(""browser.safebrowsing.reportGenericURL"", """");
lockPref(""browser.safebrowsing.reportMalwareErrorURL"", """");
lockPref(""browser.safebrowsing.reportMalwareURL"", """");
lockPref(""browser.safebrowsing.reportPhishURL"", """");
lockPref(""browser.safebrowsing.reportURL"", """");
lockPref(""browser.safebrowsing.updateURL"", """");
lockPref(""browser.safebrowsing.appRepURL"", """");

globalChrome.css:
@-moz-document
  url-prefix(""chrome://browser/content/preferences/preferences.xul""),
  url-prefix(""chrome://browser/content/preferences/in-content/preferences.xul""),
  url-prefix(""about:preferences"") {
  #blockAttackSites {
    visibility: collapse !important;
    -moz-user-focus: ignore !important;
  }
}",○,"MCD:
lockPref(""browser.safebrowsing.malware.enabled"", false);
lockPref(""browser.safebrowsing.gethashURL"", """");
lockPref(""browser.safebrowsing.malware.reportURL"", """");
lockPref(""browser.safebrowsing.reportErrorURL"", """");
lockPref(""browser.safebrowsing.reportGenericURL"", """");
lockPref(""browser.safebrowsing.reportMalwareErrorURL"", """");
lockPref(""browser.safebrowsing.reportMalwareURL"", """");
lockPref(""browser.safebrowsing.reportPhishURL"", """");
lockPref(""browser.safebrowsing.reportURL"", """");
lockPref(""browser.safebrowsing.updateURL"", """");
lockPref(""browser.safebrowsing.appRepURL"", """");

globalChrome.css:
@-moz-document
  url-prefix(""chrome://browser/content/preferences/preferences.xul""),
  url-prefix(""chrome://browser/content/preferences/in-content/preferences.xul""),
  url-prefix(""about:preferences"") {
  #addonsPhishingGroup,
  #blockAttackSites {
    visibility: collapse !important;
    -moz-user-focus: ignore !important;
  }
}",変更無し,"MCD:
lockPref(""browser.safebrowsing.malware.enabled"", false);

globalChrome.css:
@-moz-document url-prefix(""chrome://browser/content/preferences/preferences.xul"") {
  #addonsPhishingGroup {
    visibility: collapse !important;
    -moz-user-focus: ignore !important;
  }
}"
Security-6,1,セキュリティ,偽装サイトに対する警告の可否,-,警告する（既定）,MCDで設定を反映する,"lockPref(""browser.safebrowsing.phishing.enabled"", true);",○,"lockPref(""browser.safebrowsing.enabled"", true);",,"lockPref(""browser.safebrowsing.enabled"", true);",変更無し,"lockPref(""browser.safebrowsing.enabled"", true);"
Security-6,2,,,,警告しない,"1. MCDで設定を反映する
2. アドオン「globalChrome.css」を導入する
3. globalChrome.cssで設定を反映する","MCD:
lockPref(""browser.safebrowsing.phishing.enabled"", false);

globalChrome.css:
@-moz-document
  url-prefix(""chrome://browser/content/preferences/in-content/preferences.xul""),
  url-prefix(""about:preferences"") {
  #enableSafeBrowsing,
  #enableSafeBrowsing + vbox {
    visibility: collapse !important;
    -moz-user-focus: ignore !important;
  }
}",○,"MCD:
lockPref(""browser.safebrowsing.enabled"", false);

globalChrome.css:
@-moz-document
  url-prefix(""chrome://browser/content/preferences/preferences.xul""),
  url-prefix(""chrome://browser/content/preferences/in-content/preferences.xul""),
  url-prefix(""about:preferences"") {
  #blockWebForgeries {
    visibility: collapse !important;
    -moz-user-focus: ignore !important;
  }
}",○,"MCD:
lockPref(""browser.safebrowsing.enabled"", false);

globalChrome.css:
@-moz-document
  url-prefix(""chrome://browser/content/preferences/preferences.xul""),
  url-prefix(""chrome://browser/content/preferences/in-content/preferences.xul""),
  url-prefix(""about:preferences"") {
  #addonsPhishingGroup,
  #blockWebForgeries {
    visibility: collapse !important;
    -moz-user-focus: ignore !important;
  }
}",変更無し,"MCD:
lockPref(""browser.safebrowsing.enabled"", false);

globalChrome.css:
@-moz-document url-prefix(""chrome://browser/content/preferences/preferences.xul"") {
  #addonsPhishingGroup {
    visibility: collapse !important;
    -moz-user-focus: ignore !important;
  }
}"
Security-7,1,セキュリティ,プラグインのインストールの可否,-,許可する（既定）,-,-,,-,,-,,
Security-7,2,,,,一切禁止する,MCDで設定を反映する,-（Firefox 38で廃止）,,-（Firefox 38で廃止）,○,"/*
プラグインのインストール機能自体が廃止されたため、設定自体が不要となっている。
https://wiki.mozilla.org/PFS
https://bugzilla.mozilla.org/show_bug.cgi?id=836415
http://hg.mozilla.org/mozilla-central/rev/d1ae4274cf8b
*/
// プラグインのインストール情報、更新情報の取得元URL
lockPref(""pfs.datasource.url"", """");
lockPref(""plugins.update.url"", """");
lockPref(""plugins.hide_infobar_for_missing_plugin"", true);",変更無し,"lockPref(""plugins.hide_infobar_for_missing_plugin"", true);
lockPref(""plugins.hide_infobar_for_outdated_plugin"", true);"
Security-8,1,セキュリティ,about:***の利用の可否,-,許可する（既定）,-,-,,-,,-,,
Security-8,2,,,,禁止する,"1. アドオン「Disable About Something」を導入する
2. MCDで設定を反映する","lockPref(""extensions.disable-about-something@clear-code.com.about.（サフィックス）"",  false);",,"lockPref(""extensions.disable-about-something@clear-code.com.about.（サフィックス）"",  false);",,"lockPref(""extensions.disable-about-something@clear-code.com.about.（サフィックス）"",  false);",変更無し,"lockPref(""extensions.disable-about-something@clear-code.com.about.（サフィックス）"",  false);"
Security-9,1,セキュリティ,about:configの利用の可否,-,許可する（既定）,-,-,,-,,-,,
Security-9,2,,,,禁止する,アドオン「Disable about:config」を導入する,-,,-,,-,変更無し,-
Security-10（廃止）,1,セキュリティ,エラーコンソールの利用の可否,-,許可する,MCDで設定を反映する,-（Firefox 48で廃止）,○,"lockPref(""devtools.errorconsole.enabled"", true);",,"lockPref(""devtools.errorconsole.enabled"", true);",変更無し,"lockPref(""devtools.errorconsole.enabled"", true);"
Security-10（廃止）,2,,,,禁止する（既定）,MCDで設定を反映する,-,○,"lockPref(""devtools.errorconsole.enabled"", false);",,"lockPref(""devtools.errorconsole.enabled"", false);",変更無し,"lockPref(""devtools.errorconsole.enabled"", false);"
Security-11,1,セキュリティ,SNS連携機能の利用の可否,-,許可する（既定）,-,-,,-,,-,,
Security-11,2,,,,禁止する,"1. MCDで設定を反映する
2. アドオン「globalChrome.css」を導入する
3. globalChrome.cssで設定を反映する","MCD:
lockPref(""social.enabled"", false);
lockPref(""social.activeProviders"", """");
lockPref(""social.directories"", """");
lockPref(""social.remote-install.enabled"", false);
lockPref(""social.share.activationPanelEnabled"", false);
lockPref(""social.shareDirectory"", """");
lockPref(""social.toast-notifications.enabled"", false);
lockPref(""social.whitelist"", """");

globalChrome.css:
@-moz-document url-prefix(""chrome://browser/content/browser.xul"") {
  #social-share-button,
  #wrapper-social-share-button {
    display: none !important;
    -moz-user-focus: ignore !important;
  }
}",,"MCD:
lockPref(""social.enabled"", false);
lockPref(""social.activeProviders"", """");
lockPref(""social.directories"", """");
lockPref(""social.remote-install.enabled"", false);
lockPref(""social.share.activationPanelEnabled"", false);
lockPref(""social.shareDirectory"", """");
lockPref(""social.toast-notifications.enabled"", false);
lockPref(""social.whitelist"", """");

globalChrome.css:
@-moz-document url-prefix(""chrome://browser/content/browser.xul"") {
  #social-share-button,
  #wrapper-social-share-button {
    display: none !important;
    -moz-user-focus: ignore !important;
  }
}",○,"lockPref(""social.activeProviders"", """");
lockPref(""social.directories"", """");
lockPref(""social.shareDirectory"", """");
lockPref(""social.whitelist"", """");",,
Security-12,1,セキュリティ,JavaScriptの実行の可否,○,許可する（既定）,MCDで設定を反映する,"lockPref(""javascript.enabled"", true);",,"lockPref(""javascript.enabled"", true);",,"lockPref(""javascript.enabled"", true);",,
Security-12,2（廃止）,,,,特定サイトのみ許可する,"1. アドオン「Permission Auto Registerer」を導入する
2. MCDで設定を反映する",-（Firefox 29〜52の間で廃止）,○,"pref(""capability.policy.trusted.sites"", ""(sites)"");
pref(""capability.policy.trusted.javascript.enabled"", ""allAccess"");
または
pref(""extensions.autopermission.policy.trusted.sites"", ""(sites)"");
pref(""extensions.autopermission.policy.trusted.javascript"",     1);",,"pref(""capability.policy.trusted.sites"", ""(sites)"");
pref(""capability.policy.trusted.javascript.enabled"", ""allAccess"");
または
pref(""extensions.autopermission.policy.trusted.sites"", ""(sites)"");
pref(""extensions.autopermission.policy.trusted.javascript"",     1);",,
Security-12,3,,,,禁止する,MCDで設定を反映する,"lockPref(""javascript.enabled"", false);",,"lockPref(""javascript.enabled"", false);",,"lockPref(""javascript.enabled"", false);",,
Security-13,1,セキュリティ,ローカルファイルの読み込みの可否,○,特定サイトのみ許可する,"1. アドオン「Permission Auto Registerer」を導入する
2. MCDで設定を反映する","pref(""capability.policy.trusted.sites"", ""(sites)"");
pref(""capability.policy.trusted.checkloaduri.enabled"", ""allAccess"");
または
pref(""extensions.autopermission.policy.trusted.sites"", ""(sites)"");
pref(""extensions.autopermission.policy.trusted.localfilelinks"",     1);",,"pref(""capability.policy.trusted.sites"", ""(sites)"");
pref(""capability.policy.trusted.checkloaduri.enabled"", ""allAccess"");
または
pref(""extensions.autopermission.policy.trusted.sites"", ""(sites)"");
pref(""extensions.autopermission.policy.trusted.localfilelinks"",     1);",,"pref(""capability.policy.trusted.sites"", ""(sites)"");
pref(""capability.policy.trusted.checkloaduri.enabled"", ""allAccess"");
または
pref(""extensions.autopermission.policy.trusted.sites"", ""(sites)"");
pref(""extensions.autopermission.policy.trusted.localfilelinks"",     1);",,
Security-13,2,,,,禁止する（既定）,-,-,,-,,-,,
Security-14,1,セキュリティ,ローカルファイルからの他ディレクトリの参照の可否,-,許可する,MCDで設定を反映する,"lockPref(""security.fileuri.strict_origin_policy"", false);",,"lockPref(""security.fileuri.strict_origin_policy"", false);",,"lockPref(""security.fileuri.strict_origin_policy"", false);",,
Security-14,2,,,,禁止する（既定）,MCDで設定を反映する,"lockPref(""security.fileuri.strict_origin_policy"", true);",,"lockPref(""security.fileuri.strict_origin_policy"", true);",,"lockPref(""security.fileuri.strict_origin_policy"", true);",,
Security-15,1,セキュリティ,その他、バックグラウンドで行われる外部への通信の可否,-,許可する（既定）,-,-,,-,,-,,
Security-15,2,,,,禁止する,MCDで設定を反映する,"* Firefox自体自体の自動更新のURL（Update-1）
* アドオンの自動更新のURL（Update-2）
* アドオンのインストール (Security-3-3/4)
* セーフブラウジング（Security-5）
* マルチプロセスモードのフィードバックを促すメッセージ（Security-9）
* ソーシャルAPI（Security-11）
* ツールバーカスタマイズにおける、「その他のテーマを入手」 (Security-18)
* ツールバーカスタマイズにおける、テーマの「おすすめ」 (Security-19)
* 危険なアドオンのブロックの可否 (Security-21)
* プロトコルごとの外部Webアプリケーションへの連携 (Security-25)
* 検索結果のローカライズ用地域コードの位置情報に基づく推定の可否 (Privacy-15)
* 利用状況の統計の保存および送信の可否 (Privacy-18)
* セキュリティエラーレポートの送信の可否 (Privacy-19)
* Firefox Syncの利用の可否 (Privacy-22)
* Firefoxアカウント (Privacy-24)
* Firefox Hello (Privacy-25)
* Firefoxのユーザー評価の送信の可否 (Privacy-31)
* トラッキング防止 (Privacy-33)
* UIツアー（Startup-8）
* Gecko Media Pluginの利用の可否 (Plugin-8)

上記に加え、以下の設定を行う。

// プラグインのブロック時などの詳細説明のURL
lockPref(""app.support.baseURL"", """");
// e10s（プロセス分離）の詳細説明のURL
lockPref(""app.support.e10sAccessibilityUrl"", """");
// Webサイトの互換性情報のURL
lockPref(""breakpad.reportURL"", """");
// about:homeに表示するアドバイス情報の取得元URL
lockPref(""browser.aboutHomeSnippets.updateUrl"", """");
// ツールバーカスタマイズの方法を説明するページへの誘導の無効化
lockPref(""browser.customizemode.tip0.learnMoreUrl"", """");
// オートコレクト用辞書の取得先URL
lockPref(""browser.dictionaries.download.url"", """");
// 位置情報サービスの説明用URL
lockPref(""browser.geolocation.warning.infoURL"", """");
// 新規タブを開いた時のページにおけるタイル情報の取得、統計情報収集用通信の無効化
lockPref(""browser.newtabpage.directory.ping"","""");
lockPref(""browser.newtabpage.directory.source"",""about:blank"");
// 地域ごとのデフォルトの検索サービス切り替え
lockPref(""browser.search.geoSpecificDefaults"", false);
lockPref(""browser.search.geoSpecificDefaults.url"", """");
// 検索プロバイダ（検索エンジン）の取得元URL
lockPref(""browser.search.searchEnginesURL"", """");
// 接続の状態（接続が制限されているかどうかなど）を判定するためのアクセス先
lockPref(""captivedetect.canonicalURL"","""");
// Developer Editionの説明
lockPref(""devtools.devedition.promo.url"", """");
// 開発ツールで使用するデバイス
lockPref(""devtools.devices.url"", """");
// 開発者ツールからの外部サイト参照の無効化
lockPref(""devtools.gcli.imgurUploadURL"", """");
lockPref(""devtools.gcli.jquerySrc"", """");
lockPref(""devtools.gcli.lodashSrc"", """");
lockPref(""devtools.gcli.underscoreSrc"", """");
lockPref(""devtools.webide.adaptersAddonURL"", """");
lockPref(""devtools.webide.adbAddonURL"", """");
lockPref(""devtools.webide.addonsURL"", """");
lockPref(""devtools.webide.simulatorAddonsURL"", """");
lockPref(""devtools.webide.templatesURL"", """");
// 実験的機能の案内の無効化
lockPref(""experiments.manifest.uri"", """");
// パッチ、組み込みのアドオンの更新
lockPref(""extensions.systemAddon.update.url"", """");
// パッチ、組み込みのアドオンの更新
lockPref(""extensions.webservice.discoverURL"", """");
// 位置情報をWi-Fiアクセスポイントから取得するためのURL
lockPref(""geo.wifi.uri"", """");
// Firefox Accounts
lockPref(""identity.fxaccounts.remote.webchannel.uri"", """");
// Firefox Sync向けモバイルアプリの宣伝リンク
lockPref(""identity.mobilepromo.android"", """");
lockPref(""identity.mobilepromo.ios"", """");
// トラッキング防止の案内
lockPref(""privacy.trackingprotection.introURL"", """");
// Firefox Sync
// 初回起動時のみのスタートページ
lockPref(""startup.homepage_welcome_url"", """");
lockPref(""startup.homepage_welcome_url.additional"", """");
// クラッシュレポーターの関連情報
lockPref(""toolkit.crashreporter.infoURL"", """");
// アドオンの署名義務化に関するメッセージ
lockPref(""xpinstall.signatures.devInfoURL"", """");",○,"* Firefox自体自体の自動更新のURL（Update-1）
* アドオンの自動更新のURL（Update-2）
* アドオンのインストール (Security-3-3/4)
* セーフブラウジング（Security-5）
* プラグイン（Security-7）
* マルチプロセスモードのフィードバックを促すメッセージ（Security-9）
* ソーシャルAPI（Security-11）
* ツールバーカスタマイズにおける、「その他のテーマを入手」 (Security-18)
* ツールバーカスタマイズにおける、テーマの「おすすめ」 (Security-19)
* 危険なアドオンのブロックの可否 (Security-21)
* プロトコルごとの外部Webアプリケーションへの連携 (Security-25)
* 検索結果のローカライズ用地域コードの位置情報に基づく推定の可否 (Privacy-15)
* 利用状況の統計の保存および送信の可否 (Privacy-18)
* セキュリティエラーレポートの送信の可否 (Privacy-19)
* Firefox Syncの利用の可否 (Privacy-22)
* Firefoxアカウント (Privacy-24)
* Firefox Hello (Privacy-25)
* Firefoxのユーザー評価の送信の可否 (Privacy-31)
* トラッキング防止 (Privacy-33)
* UIツアー（Startup-8）
* Gecko Media Pluginの利用の可否 (Plugin-8)

上記に加え、以下の設定を行う。

// プラグインのブロック時などの詳細説明のURL
lockPref(""app.support.baseURL"", """");
// Webサイトの互換性情報のURL
lockPref(""breakpad.reportURL"", """");
// about:homeに表示するアドバイス情報の取得元URL
lockPref(""browser.aboutHomeSnippets.updateUrl"", """");
// オートコレクト用辞書の取得先URL
lockPref(""browser.dictionaries.download.url"", """");
// 位置情報サービスの説明用URL
lockPref(""browser.geolocation.warning.infoURL"", """");
// 位置情報をWi-Fiアクセスポイントから取得するためのURL
lockPref(""geo.wifi.uri"", """");
// 検索プロバイダ（検索エンジン）の取得元URL
lockPref(""browser.search.searchEnginesURL"", """");
// 初回起動時のみのスタートページ
lockPref(""startup.homepage_welcome_url"", """");
lockPref(""startup.homepage_welcome_url.additional"", """");
// クラッシュレポーターの関連情報
lockPref(""toolkit.crashreporter.infoURL"", """");
// 開発者ツールからの外部サイト参照の無効化
lockPref(""devtools.gcli.imgurUploadURL"", """");
lockPref(""devtools.gcli.jquerySrc"", """");
lockPref(""devtools.gcli.lodashSrc"", """");
lockPref(""devtools.gcli.underscoreSrc"", """");
lockPref(""devtools.webide.adbAddonURL"", """");
lockPref(""devtools.webide.addonsURL"", """");
lockPref(""devtools.webide.simulatorAddonsURL"", """");
lockPref(""devtools.webide.templatesURL"", """");
// 実験的機能の案内の無効化
lockPref(""experiments.manifest.uri"", """");
// ツールバーカスタマイズの方法を説明するページへの誘導の無効化
lockPref(""browser.customizemode.tip0.learnMoreUrl"", """");
// 新規タブを開いた時のページにおけるタイル情報の取得、統計情報収集用通信の無効化
lockPref(""browser.newtabpage.directory.ping"","""");
lockPref(""browser.newtabpage.directory.source"",""about:blank"");
// 接続の状態（接続が制限されているかどうかなど）を判定するためのアクセス先
lockPref(""captivedetect.canonicalURL"","""");
// 地域ごとのデフォルトの検索サービス切り替え
lockPref(""browser.search.geoSpecificDefaults"", false);
lockPref(""browser.search.geoSpecificDefaults.url"", """");
// Windows 10上での利用時のアナウンス
lockPref(""browser.usedOnWindows10.introURL"", """");
// 開発ツールで使用するデバイス
lockPref(""devtools.devices.url"", """");
// パッチ、組み込みのアドオンの更新
lockPref(""extensions.systemAddon.update.url"", """");
// Firefox Sync向けモバイルアプリの宣伝リンク
lockPref(""identity.mobilepromo.android"", """");
lockPref(""identity.mobilepromo.ios"", """");
// アドオンの署名義務化に関するメッセージ
lockPref(""xpinstall.signatures.devInfoURL"", """");
// SSL の有無が混在しているページでの警告文
lockPref(""browser.mixedcontent.warning.infoURL"", """");",○,"// プラグインのブロック時などの詳細説明のURL
lockPref(""app.support.baseURL"", """");
// Webサイトの互換性情報のURL
lockPref(""breakpad.reportURL"", """");
// about:homeに表示するアドバイス情報の取得元URL
lockPref(""browser.aboutHomeSnippets.updateUrl"", """");
// Webフィード用のサービス
lockPref(""browser.contentHandlers.types.0.uri"", """");
lockPref(""browser.contentHandlers.types.1.uri"", """");
pref(""browser.contentHandlers.types.2.uri"", """");
pref(""browser.contentHandlers.types.3.uri"", """");
pref(""browser.contentHandlers.types.4.uri"", """");
pref(""browser.contentHandlers.types.5.uri"", """");
// IRC用のサービス
lockPref(""gecko.handlerService.schemes.irc.0.uriTemplate"", """");
pref(""gecko.handlerService.schemes.irc.1.uriTemplate"", """");
pref(""gecko.handlerService.schemes.irc.2.uriTemplate"", """");
pref(""gecko.handlerService.schemes.irc.3.uriTemplate"", """");
lockPref(""gecko.handlerService.schemes.ircs.0.uriTemplate"", """");
pref(""gecko.handlerService.schemes.ircs.1.uriTemplate"", """");
pref(""gecko.handlerService.schemes.ircs.2.uriTemplate"", """");
pref(""gecko.handlerService.schemes.ircs.3.uriTemplate"", """");
// メール用のサービス
lockPref(""gecko.handlerService.schemes.mailto.0.uriTemplate"", """");
lockPref(""gecko.handlerService.schemes.mailto.1.uriTemplate"", """");
pref(""gecko.handlerService.schemes.mailto.2.uriTemplate"", """");
pref(""gecko.handlerService.schemes.mailto.3.uriTemplate"", """");
// カレンダー用のサービス
lockPref(""gecko.handlerService.schemes.webcal.0.uriTemplate"", """");
pref(""gecko.handlerService.schemes.webcal.1.uriTemplate"", """");
pref(""gecko.handlerService.schemes.webcal.2.uriTemplate"", """");
pref(""gecko.handlerService.schemes.webcal.3.uriTemplate"", """");
// オートコレクト用辞書の取得先URL
lockPref(""browser.dictionaries.download.url"", """");
// 位置情報サービスの説明用URL
lockPref(""browser.geolocation.warning.infoURL"", """");
// 位置情報をWi-Fiアクセスポイントから取得するためのURL
lockPref(""geo.wifi.uri"", """");
// 検索プロバイダ（検索エンジン）の取得元URL
lockPref(""browser.search.searchEnginesURL"", """");
// 検索で使用する地域情報の取得元URL
lockPref(""browser.search.geoip.url"","""");
// Firefoxのユーザー評価
lockPref(""browser.selfsupport.url"", """");
// Webアプリケーションのインストールを許可するドメイン
lockPref(""dom.mozApps.signed_apps_installable_from"", """");
// 初回起動時のみのスタートページ
lockPref(""startup.homepage_welcome_url"", """");
// クラッシュレポーターの関連情報
lockPref(""toolkit.crashreporter.infoURL"", """");
// 開発者ツールからの外部サイト参照の無効化
lockPref(""devtools.gcli.jquerySrc"", """");
lockPref(""devtools.gcli.lodashSrc"", """");
lockPref(""devtools.gcli.underscoreSrc"", """");
lockPref(""devtools.webide.adbAddonURL"", """");
lockPref(""devtools.webide.addonsURL"", """");
lockPref(""devtools.webide.simulatorAddonsURL"", """");
lockPref(""devtools.webide.templatesURL"", """");
// 実験的機能の案内の無効化
lockPref(""experiments.manifest.uri"", """");
// Cisco製OpenH264プラグインなど、Gecko Media Pluginsのダウンロードおよび自動更新の無効化
lockPref(""media.eme.enabled"",false);
lockPref(""media.gmp-gmpopenh264.enabled"",false);
lockPref(""media.gmp-gmpopenh264.autoupdate"",false);
lockPref(""media.gmp-eme-adobe.enabled"",false);
lockPref(""media.gmp-eme-adobe.autoupdate"",false);
lockPref(""media.gmp-provider.enabled"",false);
lockPref(""media.gmp-manager.url"",""about:blank"");
// ツールバーカスタマイズの方法を説明するページへの誘導の無効化
lockPref(""browser.customizemode.tip0.learnMoreUrl"", """");
// 新規タブを開いた時のページにおけるタイル情報の取得、統計情報収集用通信の無効化
lockPref(""browser.newtab.url"",""about:blank"");
lockPref(""browser.newtabpage.directory.ping"","""");
lockPref(""browser.newtabpage.directory.source"","""");",,
